model	batch_number	within_batch_id	commonsense_level	anonymized_worker_id	completion_time	rating_label	rating_expl	rating_grammar	rating_commonsense	pairID	premise	hypothesis	pred_label	pred_expl	gt_label	gt_expl
comet	7	2	high	7590114498576781000	17.03	wrong	wrong	correct	yes	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	the fact that a man is kneeling in the grass with two people in the background does not imply that the people are performing a ritual	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
comet	7	3	low	7590114498576781000	17.03	correct	correct	correct	no_need	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	the man is either playing the accordion or a mime	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
comet	7	4	high	7590114498576781000	17.03	correct	correct	correct	no_need	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	a girl sitting on the beach does not imply she is on vacation	neutral	being on the beach does not imply that one is on vacation .
comet	7	5	low	7590114498576781000	17.03	correct	correct	correct	no_need	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	just because two dogs run across the woods does not mean they are running after a cat	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
comet	7	6	high	7590114498576781000	17.03	wrong	wrong	correct	yes	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	a group of people are not necessarily a group of people ; just because a group of people are riding a roller coaster does not mean it is a local league ; it may not be a local	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
comet	7	7	low	7590114498576781000	17.03	wrong	wrong	correct	yes	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	a beach is a type of summer day	entailment	a hot summer is in the summertime .
comet	7	8	high	7590114498576781000	17.03	correct	correct	correct	no_need	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	kids playing on a raft is same as kids are playing with a	entailment	kids are playing and referencing on an inflatable raft .
comet	7	9	low	7590114498576781000	17.03	wrong	wrong	correct	yes	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	a boy can not be sleeping and stand simultaneously	contradiction	a boy who stands usually is n't sleeping .
comet	7	10	high	7590114498576781000	17.03	correct	correct	correct	no_need	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	just because a girl is wearing a hat does not mean she is standing in a hot day	neutral	a girl who stands in a river is not always cooling her feet .
comet	7	1	low	9044772570106301926	17.75	correct	wrong	correct	yes	3225037367.jpg#2r1n	A group of people gather around a truck .	A group of people gather near the monster truck .	neutral	not all trucks are trucks	neutral	the truck is not necessarily a monster truck .
comet	7	2	high	9044772570106301926	17.75	wrong	correct	correct	yes	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	the fact that a man is kneeling in the grass with two people in the background does not imply that the people are performing a ritual	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
comet	7	3	low	9044772570106301926	17.75	correct	correct	correct	yes	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	the man is either playing the accordion or a mime	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
comet	7	4	high	9044772570106301926	17.75	correct	wrong	correct	yes	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	a girl sitting on the beach does not imply she is on vacation	neutral	being on the beach does not imply that one is on vacation .
comet	7	5	low	9044772570106301926	17.75	wrong	wrong	correct	yes	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	just because two dogs run across the woods does not mean they are running after a cat	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
comet	7	6	high	9044772570106301926	17.75	wrong	wrong	correct	yes	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	a group of people are not necessarily a group of people ; just because a group of people are riding a roller coaster does not mean it is a local league ; it may not be a local	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
comet	7	7	low	9044772570106301926	17.75	correct	correct	correct	yes	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	a beach is a type of summer day	entailment	a hot summer is in the summertime .
comet	7	8	high	9044772570106301926	17.75	correct	correct	correct	no	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	kids playing on a raft is same as kids are playing with a	entailment	kids are playing and referencing on an inflatable raft .
comet	7	9	low	9044772570106301926	17.75	correct	wrong	correct	yes	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	a boy can not be sleeping and stand simultaneously	contradiction	a boy who stands usually is n't sleeping .
comet	7	10	high	9044772570106301926	17.75	wrong	wrong	correct	yes	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	just because a girl is wearing a hat does not mean she is standing in a hot day	neutral	a girl who stands in a river is not always cooling her feet .
comet	7	1	low	7772108068115191079	2.33	correct	correct	correct	no_need	3225037367.jpg#2r1n	A group of people gather around a truck .	A group of people gather near the monster truck .	neutral	not all trucks are trucks	neutral	the truck is not necessarily a monster truck .
comet	7	2	high	7772108068115191079	2.33	correct	correct	correct	no_need	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	the fact that a man is kneeling in the grass with two people in the background does not imply that the people are performing a ritual	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
comet	7	3	low	7772108068115191079	2.33	correct	correct	correct	no_need	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	the man is either playing the accordion or a mime	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
comet	7	4	high	7772108068115191079	2.33	correct	correct	correct	no_need	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	a girl sitting on the beach does not imply she is on vacation	neutral	being on the beach does not imply that one is on vacation .
comet	7	5	low	7772108068115191079	2.33	correct	correct	correct	no_need	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	just because two dogs run across the woods does not mean they are running after a cat	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
comet	7	6	high	7772108068115191079	2.33	correct	correct	correct	no_need	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	a group of people are not necessarily a group of people ; just because a group of people are riding a roller coaster does not mean it is a local league ; it may not be a local	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
comet	7	7	low	7772108068115191079	2.33	correct	correct	correct	no_need	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	a beach is a type of summer day	entailment	a hot summer is in the summertime .
comet	7	8	high	7772108068115191079	2.33	correct	correct	correct	no_need	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	kids playing on a raft is same as kids are playing with a	entailment	kids are playing and referencing on an inflatable raft .
comet	7	9	low	7772108068115191079	2.33	correct	correct	correct	no_need	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	a boy can not be sleeping and stand simultaneously	contradiction	a boy who stands usually is n't sleeping .
comet	7	10	high	7772108068115191079	2.33	correct	correct	correct	no_need	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	just because a girl is wearing a hat does not mean she is standing in a hot day	neutral	a girl who stands in a river is not always cooling her feet .
comet	7	1	low	3463938442547983492	6.53	correct	correct	correct	yes	3225037367.jpg#2r1n	A group of people gather around a truck .	A group of people gather near the monster truck .	neutral	not all trucks are trucks	neutral	the truck is not necessarily a monster truck .
comet	7	2	high	3463938442547983492	6.53	correct	correct	correct	yes	4555587051.jpg#0r1n	Five People are kneeling between two park cars , and one man is approaching with his arm raised into the air .	A strange ritual is being performed .	neutral	the fact that a man is kneeling in the grass with two people in the background does not imply that the people are performing a ritual	neutral	just because people are acting strangely does n't mean they 're performing a ritual .
comet	7	3	low	3463938442547983492	6.53	correct	correct	correct	yes	6098659697.jpg#3r1c	A man on a sidewalk is playing the accordion while happy people pass by .	A man on the sidewalk performs a mime act while angry people glare at him	contradiction	the man is either playing the accordion or a mime	contradiction	a man is either playing the accordion or performs a mime act while happy people pass by or angry people glare at him .
comet	7	4	high	3463938442547983492	6.53	correct	correct	correct	yes	421648862.jpg#1r1n	A little girl with pointy pigtails is sitting in the sand on the beach .	A young girl enjoys a moment on the beach while she is on vacation .	neutral	a girl sitting on the beach does not imply she is on vacation	neutral	being on the beach does not imply that one is on vacation .
comet	7	5	low	3463938442547983492	6.53	correct	correct	correct	yes	3381161854.jpg#3r1n	two dogs run across the woods .	The dogs are running after an animal	neutral	just because two dogs run across the woods does not mean they are running after a cat	neutral	just because the dogs are running across the woods does n't mean they are chasing an animal .
comet	7	6	high	3463938442547983492	6.53	correct	correct	correct	yes	526328385.jpg#1r1n	"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """	A group from the local 4-H club enjoy a day at the local amusement part as part of their year - end celebration .	neutral	a group of people are not necessarily a group of people ; just because a group of people are riding a roller coaster does not mean it is a local league ; it may not be a local	neutral	not all groups of people who may ride a roller coaster are local 4-h club members , and the not all roller coasters are located in an amusement part ; additionally , it can not be implied that they were involved in a year-end celebration .
comet	7	7	low	3463938442547983492	6.53	correct	correct	correct	yes	21687074.jpg#4r1e	A beach boardwalk during summertime .	A hot summer by the beach on the walkway .	entailment	a beach is a type of summer day	entailment	a hot summer is in the summertime .
comet	7	8	high	3463938442547983492	6.53	correct	correct	correct	yes	2601612082.jpg#4r1e	Some kids are wrestling on an inflatable raft	Some kids playing with a raft .	entailment	kids playing on a raft is same as kids are playing with a	entailment	kids are playing and referencing on an inflatable raft .
comet	7	9	low	3463938442547983492	6.53	correct	correct	correct	yes	2631300484.jpg#0r1c	A blond boy stands among people in a shady setting with a large snake wrapped around his chest .	A blond boy is sleeping in bed at home .	contradiction	a boy can not be sleeping and stand simultaneously	contradiction	a boy who stands usually is n't sleeping .
comet	7	10	high	3463938442547983492	6.53	correct	correct	correct	yes	5995817000.jpg#1r1n	A young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .	The girl is cooling her feet on a hot day .	neutral	just because a girl is wearing a hat does not mean she is standing in a hot day	neutral	a girl who stands in a river is not always cooling her feet .
comet	8	1	low	4546213550731725014	1.9	correct	correct	correct	yes	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	a woman can not be sleeping and looking at the same time	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
comet	8	2	high	4546213550731725014	1.9	correct	correct	correct	yes	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	not all women are a model	neutral	not every woman is a model .
comet	8	3	low	4546213550731725014	1.9	correct	correct	correct	yes	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	a lake is not a desert	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
comet	8	4	high	4546213550731725014	1.9	correct	correct	correct	yes	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	if a dog jumps over an obstacle , it follows that he is in the air	entailment	a dog that jumps over an obstacle is in the air .
comet	8	5	low	4546213550731725014	1.9	correct	correct	correct	yes	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	a woman is not a cat	neutral	because a woman walks by two men does not mean they cat call .
comet	8	6	high	4546213550731725014	1.9	correct	correct	correct	yes	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	a man and a woman sleeping on a bench does not imply that they are sleeping outside	entailment	outside bench refers to park bench
comet	8	7	low	4546213550731725014	1.9	correct	correct	correct	yes	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	the man can not be dancing and sweeping a broom at the same time	contradiction	the man can not be sweeping and dancing concurrently .
comet	8	8	high	4546213550731725014	1.9	correct	correct	correct	yes	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	neutral	not all cheerleaders are girls	neutral	not all cheerleaders shake pom poms .
comet	8	9	low	4546213550731725014	1.9	correct	correct	correct	yes	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	a woman is not a woman	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
comet	8	10	high	4546213550731725014	1.9	correct	correct	correct	yes	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	a man and a woman in the snow are outside	entailment	showshoeing implies being in the snow
comet	8	1	low	2101083008388605968	1.38	correct	wrong	correct	yes	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	a woman can not be sleeping and looking at the same time	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
comet	8	2	high	2101083008388605968	1.38	wrong	wrong	wrong	no_need	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	not all women are a model	neutral	not every woman is a model .
comet	8	3	low	2101083008388605968	1.38	correct	wrong	wrong	no_need	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	a lake is not a desert	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
comet	8	4	high	2101083008388605968	1.38	wrong	correct	wrong	no_need	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	if a dog jumps over an obstacle , it follows that he is in the air	entailment	a dog that jumps over an obstacle is in the air .
comet	8	5	low	2101083008388605968	1.38	correct	correct	correct	no	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	a woman is not a cat	neutral	because a woman walks by two men does not mean they cat call .
comet	8	6	high	2101083008388605968	1.38	correct	wrong	wrong	yes	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	a man and a woman sleeping on a bench does not imply that they are sleeping outside	entailment	outside bench refers to park bench
comet	8	7	low	2101083008388605968	1.38	wrong	wrong	wrong	no_need	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	the man can not be dancing and sweeping a broom at the same time	contradiction	the man can not be sweeping and dancing concurrently .
comet	8	8	high	2101083008388605968	1.38	correct	wrong	wrong	no_need	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	neutral	not all cheerleaders are girls	neutral	not all cheerleaders shake pom poms .
comet	8	9	low	2101083008388605968	1.38	correct	wrong	wrong	yes	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	a woman is not a woman	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
comet	8	10	high	2101083008388605968	1.38	correct	correct	correct	no	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	a man and a woman in the snow are outside	entailment	showshoeing implies being in the snow
comet	8	1	low	4264723345622187915	14.55	correct	correct	correct	yes	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	a woman can not be sleeping and looking at the same time	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
comet	8	2	high	4264723345622187915	14.55	correct	wrong	wrong	no	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	not all women are a model	neutral	not every woman is a model .
comet	8	3	low	4264723345622187915	14.55	correct	wrong	correct	yes	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	a lake is not a desert	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
comet	8	4	high	4264723345622187915	14.55	correct	correct	correct	yes	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	if a dog jumps over an obstacle , it follows that he is in the air	entailment	a dog that jumps over an obstacle is in the air .
comet	8	5	low	4264723345622187915	14.55	wrong	wrong	correct	yes	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	a woman is not a cat	neutral	because a woman walks by two men does not mean they cat call .
comet	8	6	high	4264723345622187915	14.55	wrong	correct	correct	yes	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	a man and a woman sleeping on a bench does not imply that they are sleeping outside	entailment	outside bench refers to park bench
comet	8	7	low	4264723345622187915	14.55	wrong	correct	correct	yes	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	the man can not be dancing and sweeping a broom at the same time	contradiction	the man can not be sweeping and dancing concurrently .
comet	8	8	high	4264723345622187915	14.55	correct	correct	correct	yes	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	neutral	not all cheerleaders are girls	neutral	not all cheerleaders shake pom poms .
comet	8	9	low	4264723345622187915	14.55	wrong	wrong	correct	yes	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	a woman is not a woman	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
comet	8	10	high	4264723345622187915	14.55	correct	correct	wrong	no	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	a man and a woman in the snow are outside	entailment	showshoeing implies being in the snow
comet	8	1	low	8341808113942892450	7.23	correct	correct	correct	no_need	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	a woman can not be sleeping and looking at the same time	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
comet	8	2	high	8341808113942892450	7.23	correct	correct	correct	no_need	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	not all women are a model	neutral	not every woman is a model .
comet	8	3	low	8341808113942892450	7.23	correct	correct	correct	no_need	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	a lake is not a desert	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
comet	8	4	high	8341808113942892450	7.23	correct	correct	correct	no_need	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	if a dog jumps over an obstacle , it follows that he is in the air	entailment	a dog that jumps over an obstacle is in the air .
comet	8	5	low	8341808113942892450	7.23	correct	correct	correct	no_need	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	a woman is not a cat	neutral	because a woman walks by two men does not mean they cat call .
comet	8	6	high	8341808113942892450	7.23	correct	correct	correct	no_need	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	a man and a woman sleeping on a bench does not imply that they are sleeping outside	entailment	outside bench refers to park bench
comet	8	7	low	8341808113942892450	7.23	correct	correct	correct	no_need	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	the man can not be dancing and sweeping a broom at the same time	contradiction	the man can not be sweeping and dancing concurrently .
comet	8	8	high	8341808113942892450	7.23	correct	correct	correct	no_need	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	neutral	not all cheerleaders are girls	neutral	not all cheerleaders shake pom poms .
comet	8	9	low	8341808113942892450	7.23	correct	correct	correct	no_need	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	a woman is not a woman	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
comet	8	10	high	8341808113942892450	7.23	correct	correct	correct	no_need	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	a man and a woman in the snow are outside	entailment	showshoeing implies being in the snow
comet	8	1	low	9211760604672204792	19.77	correct	correct	correct	yes	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	a woman can not be sleeping and looking at the same time	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
comet	8	2	high	9211760604672204792	19.77	wrong	correct	correct	yes	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	not all women are a model	neutral	not every woman is a model .
comet	8	3	low	9211760604672204792	19.77	correct	wrong	correct	yes	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	a lake is not a desert	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
comet	8	4	high	9211760604672204792	19.77	correct	correct	correct	yes	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	if a dog jumps over an obstacle , it follows that he is in the air	entailment	a dog that jumps over an obstacle is in the air .
comet	8	5	low	9211760604672204792	19.77	correct	correct	correct	yes	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	a woman is not a cat	neutral	because a woman walks by two men does not mean they cat call .
comet	8	6	high	9211760604672204792	19.77	correct	wrong	correct	yes	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	a man and a woman sleeping on a bench does not imply that they are sleeping outside	entailment	outside bench refers to park bench
comet	8	7	low	9211760604672204792	19.77	correct	correct	correct	yes	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	the man can not be dancing and sweeping a broom at the same time	contradiction	the man can not be sweeping and dancing concurrently .
comet	8	8	high	9211760604672204792	19.77	correct	correct	correct	yes	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	neutral	not all cheerleaders are girls	neutral	not all cheerleaders shake pom poms .
comet	8	9	low	9211760604672204792	19.77	correct	correct	correct	yes	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	a woman is not a woman	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
comet	8	10	high	9211760604672204792	19.77	correct	wrong	correct	yes	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	a man and a woman in the snow are outside	entailment	showshoeing implies being in the snow
comet	9	1	low	6632768165180955134	8.03	correct	wrong	correct	no_need	4479482872.jpg#0r1c	A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand .	A boy swims nude while a seagull eats his peanut butter sandwich .	contradiction	a boy can not be swimming while he sits	contradiction	a person can be nude or wearing a bathing suit at a time .
comet	9	2	high	6632768165180955134	8.03	wrong	correct	wrong	yes	221024947.jpg#0r1n	A group of men , some with musical instruments , sit in chairs around the perimeter of a room .	A group of men are preparing for a concert .	neutral	a group of men sitting in chairs with instruments does not imply they are preparing for a concert	neutral	not everyone who sits with an instrument is preparing for a concert .
comet	9	3	low	6632768165180955134	8.03	correct	correct	wrong	yes	4553395244.jpg#2r1c	Firefighters in full gear are walking up a ladder .	The firefighters are eating lunch .	contradiction	one can not be walking and eating lunch simultaneously	contradiction	it would be tricky to be eating lunch while walking up a ladder .
comet	9	4	high	6632768165180955134	8.03	wrong	wrong	correct	yes	90123355.jpg#1r1n	In front is a guy singing and playing guitar and a white shirted drummer in the back .	Some people perform at a concert .	neutral	there is no indication that there are people playing a concert	neutral	you can not infer they perform .
comet	9	5	low	6632768165180955134	8.03	wrong	correct	wrong	no	3752991046.jpg#0r1c	A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly sitting on her left index finger .	A girl drinks a milkshake	contradiction	a girl can not be looking at a bubble while she eats a banana	contradiction	a girl is looking at a butterfly or drinks a milkshake .
comet	9	6	high	6632768165180955134	8.03	wrong	correct	wrong	yes	2924305507.jpg#4r1e	A runner in a black and blue uniform competes in a race .	he is running against a group of people	neutral	a runner does not have to be running in a race	entailment	a runner is competes against a group of people.in a race .
comet	9	7	low	6632768165180955134	8.03	correct	correct	wrong	no_need	4717777678.jpg#1r1c	A person with a green backpack is riding a bike down the road .	The person is walking .	contradiction	a person can not be riding a bike and walking simultaneously	contradiction	you can not be walking and riding bike at the same time .
comet	9	8	high	6632768165180955134	8.03	wrong	correct	correct	yes	4435102887.jpg#4r1n	A policeman on a motorcycle from the rear .	An officer driving down a street .	contradiction	a policeman is not a motorcycle	neutral	motorcycles are not always on the street .
comet	9	9	low	6632768165180955134	8.03	correct	correct	correct	yes	2468906010.jpg#3r1e	A group of women playing volleyball indoors .	People are inside .	entailment	a group of women are people	entailment	women are people and indoors means the same thing as inside .
comet	9	10	high	6632768165180955134	8.03	correct	wrong	wrong	yes	369244499.jpg#4r1e	A man playing a piano	The man 's hands are on the keys of a piano .	entailment	playing a piano implies holding a piano	entailment	in order to be playing a piano one must have hands on the keys of a piano .
comet	9	1	low	794240442117469297	6.32	correct	wrong	correct	yes	4479482872.jpg#0r1c	A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand .	A boy swims nude while a seagull eats his peanut butter sandwich .	contradiction	a boy can not be swimming while he sits	contradiction	a person can be nude or wearing a bathing suit at a time .
